Dst Port,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Flow Byts/s,Fwd Pkt Len Max,Protocol,Flow Pkts/s,ACK Flag Cnt,SYN Flag Cnt,Fwd IAT Mean,Init Fwd Win Byts,Active Mean,Label
52227,227475,2,0,0,0,6,8,1,0,227475.0,118,0.0,0
443,368416,9,512,13530,194,6,43,0,0,46052.0,8192,0.0,0
80,116881,4,427,23040,427,6,77,0,0,38955.0,8192,0.0,0
3389,1644417,8,1138,1653,677,6,9,0,0,234916.714285714,8192,0.0,0
443,1733889,3,0,0,0,6,3,0,0,749740.5,8192,0.0,0
3389,1853482,8,1128,1461,661,6,8,0,0,264783.142857143,8192,0.0,0
80,61832,5,1710,30825,1364,6,177,0,0,15078.5,8192,0.0,0
445,515089,7,364,1836,103,6,23,0,0,85848.1666666667,8192,0.0,0
445,90461,3,0,0,0,6,44,0,0,45230.5,8192,0.0,0
80,1029,3,161,630709,161,6,6802,0,0,298.5,8192,0.0,0
445,212204,3,0,0,0,6,18,0,0,106102.0,8192,0.0,0
53,259,1,42,386100,42,17,7722,0,0,0.0,-1,0.0,0
49859,4974469,2,0,0,0,6,0,1,0,4974469.0,237,0.0,0
443,53077405,5,123,3,46,6,0,1,1,13269351.25,254,77552.0,0
443,119961172,43,1010,716,218,6,0,0,0,2855830.52380952,8192,1819817.5,0
0,39326372,10,0,0,0,0,0,0,0,4369596.88888889,-1,348681.0,0
62628,46,2,0,0,0,6,43478,1,0,46.0,258,0.0,0
50240,45,1,0,0,0,6,44444,1,0,0.0,65535,0.0,0
53,1892,1,38,65539,38,17,1057,0,0,0.0,-1,0.0,0
53,312,1,44,487179,44,17,6410,0,0,0.0,-1,0.0,0
51350,463970,2,0,0,0,6,4,1,0,463970.0,11256,0.0,0
445,1238534,7,364,763,103,6,9,0,0,206422.333333333,8192,0.0,0
53,1394,1,46,98278,46,17,1434,0,0,0.0,-1,0.0,0
54558,86278744,2,0,0,0,6,0,1,0,86278744.0,62562,0.0,0
53,936,1,30,138888,30,17,2136,0,0,0.0,-1,0.0,0
443,300148,9,522,11324,204,6,49,0,0,37518.5,8192,0.0,0
443,117422349,19,938,286,203,6,0,0,0,6523463.83333333,8192,196525.5,0
0,112639812,3,0,0,0,0,0,0,0,56319906.0,-1,0.0,0
80,127,2,0,0,0,6,15748,1,0,127.0,256,0.0,0
53,385,1,55,368831,55,17,5194,0,0,0.0,-1,0.0,0
0,177822,5,0,0,0,0,28,0,0,44455.5,-1,0.0,0
53,92980,2,62,2021,31,17,43,0,0,47859.0,-1,0.0,0
53,775,1,27,90322,27,17,2580,0,0,0.0,-1,0.0,0
80,5753688,4,97,57,97,6,1,0,0,20686.3333333333,8192,0.0,0
80,5880293,4,97,55,97,6,1,0,0,20711.0,8192,0.0,0
53,4284,1,49,37114,49,17,466,0,0,0.0,-1,0.0,0
27778,166,2,0,0,0,6,12048,1,0,166.0,63964,0.0,0
53,92717,2,96,5759,48,17,43,0,0,32710.0,-1,0.0,0
53,328,1,43,310975,43,17,6097,0,0,0.0,-1,0.0,0
137,43355354,6,300,36,50,17,0,0,0,8671066.4,-1,2305956.66666667,0
80,116542920,18,879,19,434,6,0,0,0,6855465.88235294,8192,83315.6363636364,0
80,627,3,161,1035087,161,6,11164,0,0,157.5,8192,0.0,0
49126,3964508,9,1731,804,1179,6,5,0,0,486794.0,8192,0.0,0
80,5689985,4,97,57,97,6,1,0,0,20685.0,8192,0.0,0
3389,3635312,14,1441,872,725,6,6,0,0,279639.384615385,8192,0.0,0
49944,29,1,0,0,0,6,68965,1,0,0.0,197,0.0,0
43939,86406874,2,0,0,0,6,0,1,0,86406874.0,64000,0.0,0
53,1158,1,35,101899,35,17,1727,0,0,0.0,-1,0.0,0
53,811,1,44,298397,44,17,2466,0,0,0.0,-1,0.0,0
53,1766,1,37,146659,37,17,1132,0,0,0.0,-1,0.0,0
80,54435198,2,0,0,0,6,0,1,0,54435198.0,279,0.0,0
3389,3991017,14,1434,792,725,6,5,0,0,307001.307692308,8192,0.0,0
53,961,1,41,165452,41,17,2081,0,0,0.0,-1,0.0,0
445,280308,7,364,3374,103,6,42,0,0,46718.0,8192,0.0,0
19681,86372595,2,0,0,0,6,0,1,0,86372595.0,62567,0.0,0
31749,86418971,2,0,0,0,6,0,1,0,86418971.0,62558,0.0,0
58811,85950704,2,0,0,0,6,0,1,0,85950704.0,62559,0.0,0
12492,86380940,2,0,0,0,6,0,1,0,86380940.0,64000,0.0,0
50589,53,2,0,0,0,6,37735,1,0,53.0,259,0.0,0
10169,86395576,2,0,0,0,6,0,1,0,86395576.0,62562,0.0,0
80,45015391,6,5,0,1,6,0,1,0,9003078.2,253,16950.0,0
443,5633033,6,599,130,517,6,1,0,0,1126606.6,8192,161311.0,0
443,117272890,24,1022,249,250,6,0,0,0,5098821.304,8192,117660.0,0
51075,35,1,0,0,0,6,57142,1,0,0.0,119,0.0,0
53,356,1,52,382022,52,17,5617,0,0,0.0,-1,0.0,0
64338,30,2,0,0,0,6,66666,1,0,30.0,258,0.0,0
53,384,1,41,255208,41,17,5208,0,0,0.0,-1,0.0,0
53,35640,2,94,10044,47,17,112,0,0,35398.0,-1,0.0,0
443,150,2,0,0,0,6,13333,1,0,150.0,254,0.0,0
53,279,1,36,372759,36,17,7168,0,0,0.0,-1,0.0,0
53478,8,1,0,0,0,6,250000,1,0,0.0,172,0.0,0
53,317,1,32,252365,32,17,6309,0,0,0.0,-1,0.0,0
59830,26,2,0,0,0,6,76923,1,0,26.0,260,0.0,0
53,1713,1,37,147110,37,17,1167,0,0,0.0,-1,0.0,0
443,155418,2,73,1273,73,6,19,1,1,155418.0,255,0.0,0
3389,1660280,8,1128,1631,661,6,9,0,0,237182.8571,8192,0.0,0
3389,2407974,9,1789,1414,661,6,7,0,0,300996.75,8192,0.0,0
445,31217541,2,0,0,0,6,0,0,0,83876.0,8192,83876.0,0
443,1369708,3,0,0,0,6,4,0,0,626007.5,8192,0.0,0
53,303,1,42,330033,42,17,6600,0,0,0.0,-1,0.0,0
53,261,1,42,383141,42,17,7662,0,0,0.0,-1,0.0,0
32776,2,1,0,0,0,6,1000000,0,0,0.0,1024,0.0,0
1999,2,1,0,0,0,6,1000000,0,0,0.0,1024,0.0,0
5200,2,1,0,0,0,6,1000000,0,0,0.0,1024,0.0,0
23,28,1,0,0,0,6,71428,0,0,0.0,52859,0.0,0
5949,113883,2,0,0,0,6,26,0,0,113883.0,1024,0.0,0
42436,550445,1,0,0,0,6,3,1,0,0.0,230,0.0,0
445,207115,3,0,0,0,6,19,0,0,103557.5,8192,0.0,0
53,1378,1,44,156748,44,17,1451,0,0,0.0,-1,0.0,0
443,116849913,16,887,52,259,6,0,0,0,7789994.2,8192,98269.0,0
443,115840116,21,326,48,191,6,0,0,0,5792005.8,8192,43700.83333,0
53245,19,1,0,0,0,6,105263,1,0,0.0,172,0.0,0
53,847,1,37,172373,37,17,2361,0,0,0.0,-1,0.0,0
1720,257,1,0,0,0,6,7782,0,0,0.0,1024,0.0,0
54716,25987,3,108,4155,77,6,153,1,1,12993.5,980,0.0,0
53,954,1,28,75471,28,17,2096,0,0,0.0,-1,0.0,0
54765,14024,2,38,2709,38,6,213,1,1,14024.0,123,0.0,0
53,140108,2,74,2440,37,17,28,0,0,30742.0,-1,0.0,0
443,380,3,46,121052,46,6,7894,1,0,190.0,254,0.0,0
3389,1788154,8,1128,1514,661,6,8,0,0,255450.5714,8192,0.0,0
3389,5015349,8,1148,544,677,6,3,0,0,716478.4286,8192,0.0,0
53,327,1,54,379204,54,17,6116,0,0,0.0,-1,0.0,0
3389,4208884,15,1383,433,678,6,5,0,0,300634.5714,8192,0.0,0
53,458,1,31,170305,31,17,4366,0,0,0.0,-1,0.0,0
50391,17,1,0,0,0,6,117647,1,0,0.0,135,0.0,0
443,53453207,5,123,3,46,6,0,1,1,13400000.0,254,77629.0,0
3389,1972789,9,1821,1724,677,6,8,0,0,246598.625,8192,0.0,0
48124,86139007,2,0,0,0,6,0,1,0,86100000.0,62620,0.0,0
53,371,1,44,280323,44,17,5390,0,0,0.0,-1,0.0,0
23,18,1,0,0,0,6,111111,0,0,0.0,14600,0.0,0
443,5428786,6,996,361,693,6,2,0,0,114525.6,8192,0.0,0
443,702651,7,509,6814,194,6,25,0,0,110843.833333333,8192,0.0,0
53,36966,1,36,4301,36,17,54,0,0,0.0,-1,0.0,0
3389,3200442,8,1128,846,661,6,4,0,0,457206.0,64240,0.0,0
53,543,1,37,283609,37,17,3683,0,0,0.0,-1,0.0,0
443,44518930,7,36,0,31,6,0,1,0,7419821.66666667,256,27445.75,0
443,965,2,0,0,0,6,2072,1,0,965.0,256,0.0,0
445,960126,6,455,825,140,6,11,0,0,192007.6,8192,0.0,0
53,25118,2,90,11943,45,17,159,0,0,24508.0,-1,0.0,0
3389,239300,3,41,171,41,6,25,0,0,79086.5,8192,0.0,0
0,112637869,3,0,0,0,0,0,0,0,56318934.5,-1,0.0,0
80,5427854,4,97,60,97,6,1,0,0,20671.6666666667,8192,0.0,0
50412,94,3,77,819148,46,6,42553,1,1,47.0,123,0.0,0
53,286,1,34,349650,34,17,6993,0,0,0.0,-1,0.0,0
53,106457,2,62,4471,31,17,37,0,0,29035.0,-1,0.0,0
51582,30,1,0,0,0,6,66666,1,0,0.0,946,0.0,0
53,6087,1,43,18728,43,17,328,0,0,0.0,-1,0.0,0
80,84,2,0,0,0,6,23809,1,0,84.0,279,0.0,0
53,434,1,35,235023,35,17,4608,0,0,0.0,-1,0.0,0
443,15510988,8,768,438,451,6,1,0,0,1447749.85714286,8192,65750.5,0
445,81382,3,0,0,0,6,49,0,0,40691.0,8192,0.0,0
50569,814551,2,0,0,0,6,3,1,0,32.0,256,0.0,0
443,273,3,77,282051,46,6,10989,1,1,136.5,254,0.0,0
443,119381404,22,1529,63,416,6,0,0,0,5684828.76190476,8192,1286542.5,0
80,5706454,4,97,57,97,6,1,0,0,20631.3333333333,8192,0.0,0
53,285,1,35,301754,35,17,7017,0,0,0.0,-1,0.0,0
53,677,1,38,153618,38,17,2954,0,0,0.0,-1,0.0,0
53,365,1,45,290410,45,17,5479,0,0,0.0,-1,0.0,0
53,2186,1,42,82342,42,17,914,0,0,0.0,-1,0.0,0
3204,48,2,0,0,0,6,41666,1,0,48.0,260,0.0,0
443,89664720,20,1554,266,439,6,0,0,0,4719195.78947369,8192,572022.666666667,0
0,112641945,3,0,0,0,0,0,0,0,56320972.5,-1,0.0,0
445,696333,7,455,1329,140,6,18,0,0,116045.833333333,8192,0.0,0
50050,30,1,0,0,0,6,66666,1,0,0.0,509,0.0,0
53,602,1,38,260797,38,17,3322,0,0,0.0,-1,0.0,0
53,37950,1,40,3610,40,17,52,0,0,0.0,-1,0.0,0
80,489,2,0,0,0,6,4089,1,0,489.0,256,0.0,0
53,125771,2,78,1685,39,17,31,0,0,125259.0,-1,0.0,0
443,902874,3,0,0,0,6,4,0,0,451437.0,8192,0.0,0
51063,41,1,0,0,0,6,48780,1,0,0.0,288,0.0,0
53,101502,2,64,3152,32,17,39,0,0,101196.0,-1,0.0,0
445,207297,3,0,0,0,6,19,0,0,103648.5,8192,0.0,0
80,5494795,4,97,59,97,6,1,0,0,40195.0,8192,0.0,0
80,205346,2,0,0,0,6,9,1,0,205346.0,279,0.0,0
445,162815,3,0,0,0,6,24,0,0,81407.5,8192,0.0,0
443,1085,3,77,70967,46,6,2764,1,1,542.5,253,0.0,0
53,366,1,41,267759,41,17,5464,0,0,0.0,-1,0.0,0
443,52820,9,553,81900,202,6,302,0,0,6602.5,8192,0.0,0
53,326,1,36,319018,36,17,6134,0,0,0.0,-1,0.0,0
445,698845,2,1,1,1,6,2,1,0,698845.0,253,0.0,0
53,1226,1,36,108482,36,17,1631,0,0,0.0,-1,0.0,0
53,225,1,42,444444,42,17,8888,0,0,0.0,-1,0.0,0
53,1636,1,42,110635,42,17,1222,0,0,0.0,-1,0.0,0
53,1153,1,44,187337,44,17,1734,0,0,0.0,-1,0.0,0
53,37445,1,41,2937,41,17,53,0,0,0.0,-1,0.0,0
53,441,1,41,222222,41,17,4535,0,0,0.0,-1,0.0,0
53,643,1,38,253499,38,17,3110,0,0,0.0,-1,0.0,0
445,1143151,7,364,827,103,6,11,0,0,190525.166666667,8192,0.0,0
53,19665,1,31,6000,31,17,101,0,0,0.0,-1,0.0,0
137,1511499,3,150,99,50,17,1,0,0,755749.5,-1,0.0,0
53,452,1,53,340707,53,17,4424,0,0,0.0,-1,0.0,0
443,15491198,11,1050,336,546,6,1,0,0,1549119.8,8192,192629.0,0
80,90,2,0,0,0,6,22222,1,0,90.0,278,0.0,0
445,1036054,6,455,765,140,6,10,0,0,207196.8,8192,0.0,0
53,385,1,50,592207,50,17,5194,0,0,0.0,-1,0.0,0
80,96,2,0,0,0,6,20833,1,0,96.0,278,0.0,0
50639,14898,2,0,0,0,6,134,1,0,14898.0,180,0.0,0
53,2175,1,51,97471,51,17,919,0,0,0.0,-1,0.0,0
53,2622,1,31,41571,31,17,762,0,0,0.0,-1,0.0,0
443,117788558,19,1463,50,627,6,0,0,0,6543808.77777778,8192,444778.5,0
3389,3585591,10,1148,761,677,6,4,0,0,398399.0,8192,0.0,0
80,54448821,2,0,0,0,6,0,1,0,54448821.0,279,0.0,0
52389,984993,2,0,0,0,6,2,1,0,984993.0,5001,0.0,0
3389,2725149,8,1138,997,677,6,6,0,0,389307.0,8192,0.0,0
3389,3356616,8,1148,813,677,6,5,0,0,479516.571428571,8192,0.0,0
53,248362,2,112,1586,56,17,16,0,0,247677.0,-1,0.0,0
445,1040595,6,455,762,140,6,10,0,0,208104.4,8192,0.0,0
3389,1840518,8,1138,1477,677,6,8,0,0,262931.142857143,8192,0.0,0
53,323,1,35,315789,35,17,6191,0,0,0.0,-1,0.0,0
0,112622159,3,0,0,0,0,0,0,0,56311079.5,-1,0.0,0
3389,2104049,9,1148,1297,677,6,7,0,0,263006.125,8192,0.0,0
80,6274868,4,97,52,97,6,1,0,0,20516.3333333333,8192,0.0,0
445,1302880,7,364,726,103,6,9,0,0,217146.666666667,8192,0.0,0
443,171,2,0,0,0,6,11695,1,0,171.0,251,0.0,0
54875,35,2,0,0,0,6,57142,1,0,35.0,256,0.0,0
53,359,1,31,350974,31,17,5571,0,0,0.0,-1,0.0,0
443,40218668,17,1501,596,617,6,1,0,0,2512962.5625,8192,60547.5,0
80,115320404,16,445,9,434,6,0,0,0,7688026.93333333,8192,129810.454545455,0
53,453,1,48,247240,48,17,4415,0,0,0.0,-1,0.0,0
80,87,2,0,0,0,6,22988,1,0,87.0,278,0.0,0
52343,58,2,0,0,0,6,34482,1,0,58.0,32,0.0,0
52454,96053,3,107,1113,69,6,41,1,1,48026.5,172,0.0,0
5355,408959,2,44,107,22,17,4,0,0,408959.0,-1,0.0,0
443,257,3,31,120622,31,6,11673,1,0,128.5,253,0.0,0
53,274,1,36,321167,36,17,7299,0,0,0.0,-1,0.0,0
62378,159,2,0,0,0,6,12578,1,0,159.0,259,0.0,0
80,3306,4,148,117967,148,6,2117,0,0,1102.0,8192,0.0,0
80,6096024,4,97,53,97,6,1,0,0,20641.0,8192,0.0,0
52107,28,1,0,0,0,6,71428,1,0,0.0,189,0.0,0
445,1155865,6,455,686,140,6,9,0,0,231140.6,8192,0.0,0
443,58156,9,524,58515,206,6,257,0,0,7269.5,8192,0.0,0
443,380487,9,522,10828,204,6,42,0,0,47560.875,8192,0.0,0
80,6543045,4,97,50,97,6,1,0,0,18953.6666666667,8192,0.0,0
53,1404,1,33,87606,33,17,1424,0,0,0.0,-1,0.0,0
53,325,1,77,867692,77,17,6153,0,0,0.0,-1,0.0,0
53,850,1,43,134117,43,17,2352,0,0,0.0,-1,0.0,0
61960,128,2,0,0,0,6,15625,1,0,128.0,255,0.0,0
5355,412031,2,44,106,22,17,4,0,0,412031.0,-1,0.0,0
53,1126,1,42,127886,42,17,1776,0,0,0.0,-1,0.0,0
64566,35,2,0,0,0,6,57142,1,0,35.0,256,0.0,0
80,115853884,16,443,9,432,6,0,0,0,7723592.26666667,8192,117237.636363636,0
443,115073,10,566,53618,215,6,156,0,0,12785.8888888889,8192,0.0,0
0,116106721,24,0,0,0,0,0,0,0,5048118.30434783,-1,0.0,0
0,112638736,3,0,0,0,0,0,0,0,56319368.0,-1,0.0,0
53,13863,1,43,10243,43,17,144,0,0,0.0,-1,0.0,0
80,41820,3,148,9325,148,6,167,0,0,20600.0,8192,0.0,0
0,112619537,3,0,0,0,0,0,0,0,56309768.5,-1,0.0,0
445,226595,3,0,0,0,6,17,0,0,113297.5,8192,0.0,0
445,740067,5,286,991,103,6,12,0,0,184985.75,8192,0.0,0
445,155748,3,0,0,0,6,25,0,0,77874.0,8192,0.0,0
53,269,1,43,379182,43,17,7434,0,0,0.0,-1,0.0,0
50590,41,1,0,0,0,6,48780,1,0,0.0,513,0.0,0
443,115506863,79,324,2552,189,6,2,0,0,1480468.21794872,8192,549264.2727272729,0
445,155577,3,0,0,0,6,25,0,0,77788.5,8192,0.0,0
53,161901,1,37,827,37,17,12,0,0,0.0,-1,0.0,0
443,394,3,77,195431,46,6,7614,1,1,197.0,256,0.0,0
53,1803,1,45,79312,45,17,1109,0,0,0.0,-1,0.0,0
53,70306,2,112,5604,56,17,56,0,0,69809.0,-1,0.0,0
80,200,2,0,0,0,6,10000,1,0,200.0,253,0.0,0
445,1080777,7,364,875,103,6,11,0,0,180129.5,8192,0.0,0
80,54764008,2,0,0,0,6,0,1,0,54764008.0,279,0.0,0
80,54407738,2,0,0,0,6,0,1,0,54407738.0,279,0.0,0
80,93,2,0,0,0,6,21505,1,0,93.0,278,0.0,0
0,112639823,3,0,0,0,0,0,0,0,56319911.5,-1,0.0,0
53,1076,1,52,122676,52,17,1858,0,0,0.0,-1,0.0,0
53,395,1,39,237974,39,17,5063,0,0,0.0,-1,0.0,0
50907,774,3,31,40051,31,6,3875,1,0,387.0,946,0.0,0
53,446,1,44,233183,44,17,4484,0,0,0.0,-1,0.0,0
53,1068,1,32,86142,32,17,1872,0,0,0.0,-1,0.0,0
53,1614,1,36,77447,36,17,1239,0,0,0.0,-1,0.0,0
443,112323987,33,5840,116,530,6,0,1,0,3510124.59375,64240,1176497.5,0
53,37706,1,44,3819,44,17,53,0,0,0.0,-1,0.0,0
53,233,1,38,875536,38,17,8583,0,0,0.0,-1,0.0,0
53,140183,2,74,1983,37,17,28,0,0,117156.0,-1,0.0,0
80,83,2,0,0,0,6,24096,1,0,83.0,278,0.0,0
80,116387374,38,2199,576,741,6,0,0,0,3145604.7027027,8192,104661.272727273,0
80,115491689,22,1755,42,436,6,0,0,0,5499604.23809524,8192,61065.7272727273,0
53,81781,1,47,2139,47,17,24,0,0,0.0,-1,0.0,0
445,624746,6,455,1269,140,6,17,0,0,124933.8,8192,0.0,0
80,54356078,2,0,0,0,6,0,1,0,54356078.0,279,0.0,0
443,60210161,9,2206,106,997,6,0,0,0,7526270.125,8192,0.0,0
53,670,1,42,294029,42,17,2985,0,0,0.0,-1,0.0,0
443,240,3,77,320833,46,6,12500,1,1,120.0,256,0.0,0
80,1122,3,148,348484,148,6,6238,0,0,254.0,8192,0.0,0
80,84,2,0,0,0,6,23809,1,0,84.0,278,0.0,0
50334,44,1,0,0,0,6,45454,1,0,0.0,172,0.0,0
80,5730930,4,97,57,97,6,1,0,0,69728.3333333333,8192,0.0,0
80,115042185,16,459,11,448,6,0,0,0,7669479.0,8192,38973.0,0
53,651,1,41,168970,41,17,3072,0,0,0.0,-1,0.0,0
443,60709024,14,1211,75,875,6,0,0,0,4669924.92307692,8192,127470.5,0
80,54487956,2,0,0,0,6,0,1,0,54487956.0,279,0.0,0
59779,120,2,0,0,0,6,16666,1,0,120.0,259,0.0,0
53,1286,1,35,91757,35,17,1555,0,0,0.0,-1,0.0,0
80,5583279,4,97,58,97,6,1,0,0,20659.0,8192,0.0,0
443,117179719,15,885,47,242,6,0,0,0,8369979.92857143,8192,491944.5,0
3389,2105469,8,1144,1294,677,6,7,0,0,300781.28571428603,8192,0.0,0
53,1221,1,41,137592,41,17,1638,0,0,0.0,-1,0.0,0
53,67711,2,76,3071,38,17,59,0,0,67298.0,-1,0.0,0
445,215381,3,0,0,0,6,18,0,0,107690.5,8192,0.0,0
53,1311,1,55,169336,55,17,1525,0,0,0.0,-1,0.0,0
443,61261851,15,950,135,625,6,0,0,0,4375846.5,8192,216278.833333333,0
53,37873,1,32,3274,32,17,52,0,0,0.0,-1,0.0,0
80,5999087,4,97,54,97,6,1,0,0,20565.0,8192,0.0,0
3389,21001230,3,0,0,0,6,0,0,0,4547544.0,8192,1593609.0,0
80,644,3,161,1007763,161,6,10869,0,0,192.0,8192,0.0,0
49661,24,1,0,0,0,6,83333,1,0,0.0,110,0.0,0
445,848395,7,364,1115,103,6,14,0,0,141399.166666667,8192,0.0,0
80,53890622,2,0,0,0,6,0,1,0,53890622.0,279,0.0,0
53,271,1,35,317343,35,17,7380,0,0,0.0,-1,0.0,0
53,1169,1,37,114627,37,17,1710,0,0,0.0,-1,0.0,0
443,50275,9,509,77195,194,6,318,0,0,6284.375,8192,0.0,0
443,75917,9,508,70550,194,6,223,0,0,9489.625,8192,0.0,0
51748,29,1,0,0,0,6,68965,1,0,0.0,150,0.0,0
53,335,1,41,292537,41,17,5970,0,0,0.0,-1,0.0,0
80,765,3,161,848366,161,6,9150,0,0,224.5,8192,0.0,0
445,242176,3,0,0,0,6,16,0,0,121088.0,8192,0.0,0
139,518,2,0,0,0,6,3861,1,0,518.0,65530,0.0,0
80,7392695,4,97,44,97,6,1,0,0,20645.3333333333,8192,0.0,0
53,338,1,36,878698,36,17,5917,0,0,0.0,-1,0.0,0
53,525,1,37,384761,37,17,3809,0,0,0.0,-1,0.0,0
3389,2518603,8,1128,1075,661,6,5,0,0,359800.428571428,64240,0.0,0
443,117019036,32,1046,428,212,6,0,0,0,3774807.61290323,8192,464584.0,0
51564,36,3,77,2138888,46,6,111111,1,1,18.0,132,0.0,0
443,60107069,4,148,6,74,6,0,1,1,20035689.666666698,255,171697.0,0
53,13050,1,43,10881,43,17,153,0,0,0.0,-1,0.0,0
445,272533,3,0,0,0,6,14,0,0,136266.5,8192,0.0,0
443,117594651,64,1901,1100,615,6,1,0,0,1866581.76190476,8192,180031.166666667,0
53,19131,1,41,11499,41,17,104,0,0,0.0,-1,0.0,0
443,1079338,3,0,0,0,6,5,0,0,530851.0,8192,0.0,0
445,890799,8,374,612,140,6,13,0,0,127257.0,63443,0.0,0
53,1468,1,42,98092,42,17,1362,0,0,0.0,-1,0.0,0
53007,51,2,0,0,0,6,39215,1,0,51.0,258,0.0,0
53,12562,1,31,10030,31,17,159,0,0,0.0,-1,0.0,0
53,366,1,41,267759,41,17,5464,0,0,0.0,-1,0.0,0
53,1297,1,40,138010,40,17,1542,0,0,0.0,-1,0.0,0
3128,1000603,2,0,0,0,6,1,0,0,1000603.0,14600,0.0,0
3128,1000295,2,0,0,0,6,1,0,0,1000295.0,14600,0.0,0
53,116667,2,72,1508,36,17,34,0,0,116139.0,-1,0.0,0
53,903,1,38,115171,38,17,2214,0,0,0.0,-1,0.0,0
52140,35,1,0,0,0,6,57142,1,0,0.0,290,0.0,0
53,1100,1,35,110909,35,17,1818,0,0,0.0,-1,0.0,0
53,337,1,28,403560,28,17,5934,0,0,0.0,-1,0.0,0
53,924,1,40,193722,40,17,2164,0,0,0.0,-1,0.0,0
80,2453,2,0,0,0,6,815,1,0,2453.0,2238,0.0,0
50194,25,2,0,0,0,6,80000,1,0,25.0,31,0.0,0
443,118531608,17,1730,24,614,6,0,0,0,7408225.5,8192,341802.5,0
80,556,3,161,1167266,161,6,12589,0,0,140.0,8192,0.0,0
53,331,1,41,344410,41,17,6042,0,0,0.0,-1,0.0,0
53,860,1,46,205813,46,17,2325,0,0,0.0,-1,0.0,0
3389,1944244,8,1148,1403,677,6,7,0,0,277749.142857143,8192,0.0,0
3389,123015,3,31,252,31,6,40,0,0,58851.0,64240,0.0,0
53,261,1,50,873563,50,17,7662,0,0,0.0,-1,0.0,0
53,387,1,36,227390,36,17,5167,0,0,0.0,-1,0.0,0
53,36409,2,96,19390,48,17,109,0,0,20236.0,-1,0.0,0
53,464,1,35,219827,35,17,4310,0,0,0.0,-1,0.0,0
53,299,1,42,494983,42,17,6688,0,0,0.0,-1,0.0,0
30303,30637510,2,0,0,0,6,0,0,0,30637510.0,64240,0.0,0
53,2485,1,34,39436,34,17,804,0,0,0.0,-1,0.0,0
443,117194802,15,886,57,257,6,0,0,0,8371057.28571428,8192,113520.5,0
80,6499677,13,2333,1039,431,6,3,0,0,129090.5,8192,0.0,1
80,46,2,0,0,0,6,43478,1,0,46.0,2050,0.0,1
80,6397036,4,372,1523,372,6,1,0,0,464157.66666666704,8192,0.0,1
80,6,2,0,0,0,6,333333,1,0,6.0,2053,0.0,1
80,5022507,4,599,191,599,6,1,0,0,23486.3333333333,8192,0.0,1
80,21,2,0,0,0,6,95238,1,0,21.0,2051,0.0,1
80,5028486,4,445,300,445,6,1,0,0,28568.0,8192,0.0,1
80,7,2,0,0,0,6,285714,1,0,7.0,2048,0.0,1
80,5045076,5,968,424,603,6,1,0,0,25094.75,8192,0.0,1
80,38,2,0,0,0,6,52631,1,0,38.0,2048,0.0,1
80,11090639,16,3419,1938,598,6,2,0,0,405725.4,8192,0.0,1
80,23,2,0,0,0,6,86956,1,0,23.0,2053,0.0,1
80,5204054,10,2140,2866,399,6,4,0,0,28286.1111111111,8192,0.0,1
80,11,2,0,0,0,6,181818,1,0,11.0,2051,0.0,1
80,5349647,3,0,0,0,6,0,0,0,2674823.5,8192,0.0,1
80,5889375,3,0,0,0,6,0,0,0,2944687.5,8192,0.0,1
80,8378498,22,5792,2786,646,6,4,0,0,398976.095238095,8192,0.0,1
80,5833876,3,0,0,0,6,0,0,0,2916938.0,8192,0.0,1
80,56042044,154,54442,2431,646,6,4,0,0,366272.215686274,8192,0.0,1
80,875,2,0,0,0,6,2285,1,0,875.0,2047,0.0,1
80,56684370,153,54995,2248,646,6,4,0,0,372912.131578947,8192,0.0,1
80,142,2,0,0,0,6,14084,1,0,142.0,2047,0.0,1
80,5008531,4,646,201,646,6,1,0,0,22797.0,8192,0.0,1
80,12,2,0,0,0,6,166666,1,0,12.0,2051,0.0,1
80,56416457,153,54995,2259,646,6,4,0,0,371150.190789474,8192,0.0,1
80,998,2,0,0,0,6,2004,1,0,998.0,2047,0.0,1
80,5009198,4,646,201,646,6,1,0,0,18177.0,8192,0.0,1
80,35,2,0,0,0,6,57142,1,0,35.0,2051,0.0,1
80,56615031,153,54995,2251,646,6,4,0,0,372456.888157894,8192,0.0,1
80,113,2,0,0,0,6,17699,1,0,113.0,2047,0.0,1
80,5008447,4,646,201,646,6,1,0,0,19296.0,8192,0.0,1
80,25,2,0,0,0,6,80000,1,0,25.0,2051,0.0,1
80,56473326,153,54995,2257,646,6,4,0,0,371525.032894736,8192,0.0,1
80,1034,2,0,0,0,6,1934,1,0,1034.0,2047,0.0,1
80,5008113,5,646,201,646,6,1,0,0,1252028.25,8192,0.0,1
80,56670450,153,54995,2249,646,6,4,0,0,372820.210526316,8192,0.0,1
80,111,2,0,0,0,6,18018,1,0,111.0,2047,0.0,1
80,5006797,5,646,201,646,6,1,0,0,1251699.25,8192,0.0,1
80,57218410,153,54995,2228,646,6,4,0,0,376426.894736842,8192,0.0,1
80,178,2,0,0,0,6,11235,1,0,178.0,2047,0.0,1
80,5006780,5,646,201,646,6,1,0,0,1251695.0,8192,0.0,1
80,56246071,153,54995,2266,646,6,4,0,0,370029.710526316,8192,0.0,1
80,961,2,0,0,0,6,2081,1,0,961.0,2047,0.0,1
